id,ts,country,cat,value
792,2024-09-20,IL,A,125.5
793,2024-10-28,US,B,84.17
794,2024-06-06,IN,A,87.89
795,2024-04-17,GB,A,123.86
796,2024-12-19,IL,C,112.35
797,2024-06-16,IN,A,100.17
798,2024-04-25,US,B,77.62
799,2024-06-10,IL,A,96.09
800,2024-01-05,IN,A,95.62
801,2024-04-20,FR,B,91.7
802,2024-07-07,GB,C,102.37
803,2024-12-01,GB,B,72.04
804,2024-09-26,DE,A,101.78
805,2024-10-12,US,C,104.22
806,2024-07-17,GB,A,93.08
807,2024-02-10,DE,C,118.24
808,2024-05-22,DE,C,87.96
809,2024-12-29,DE,C,107.33
810,2024-01-17,US,B,120.06
811,2024-11-16,US,C,109.43
812,2024-09-06,DE,C,79.77
813,2024-04-13,GB,C,126.87
814,2024-10-10,IL,A,98.4
815,2024-11-01,US,A,113.58
816,2024-01-16,IL,C,103.14
817,2024-02-08,GB,A,117.98
818,2024-08-30,US,B,113.76
819,2024-12-30,DE,B,95.48
820,2024-01-09,FR,A,95.07
821,2024-08-30,IL,A,108.24
822,2024-02-19,DE,A,94.37
823,2024-08-25,GB,A,114.36
824,2024-08-15,US,C,122.04
825,2024-02-03,US,A,106.29
826,2024-09-05,US,A,94.57
827,2024-11-23,FR,A,113.19
828,2024-11-11,IN,A,118.73
829,2024-01-11,FR,B,95.18
830,2024-03-30,IN,A,87.35
831,2024-03-28,FR,A,84.13
832,2024-06-14,US,C,86.31
833,2024-02-22,US,B,102.92
834,2024-11-07,FR,A,114.3
835,2024-10-10,FR,B,79.6
836,2024-10-22,DE,A,111.66
837,2024-03-13,DE,A,113.3
838,2024-01-06,IL,A,125.91
839,2024-11-28,US,B,94.13
840,2024-04-15,DE,A,124.15
841,2024-08-27,FR,B,103.02
842,2024-11-27,GB,B,95.05
843,2024-01-14,US,A,88.26
844,2024-01-02,GB,A,97.92
845,2024-01-02,US,A,84.4
846,2024-02-27,US,C,95.64
847,2024-01-19,GB,B,90.19
848,2024-10-26,IN,A,72.96
849,2024-08-09,IN,B,106.94
850,2024-12-23,US,A,105.49
851,2024-10-19,US,A,94.5
852,2024-12-17,GB,A,107.33
853,2024-03-28,GB,B,106.69
854,2024-04-15,DE,A,80.14
855,2024-11-06,US,C,105.14
856,2024-03-30,DE,A,104.51
857,2024-01-21,US,A,95.71
858,2024-09-01,US,B,73.32
859,2024-10-19,FR,C,147.37
860,2024-12-19,US,A,93.12
861,2024-12-04,FR,B,92.02
862,2024-02-13,DE,A,103.86
863,2024-10-08,IL,A,94.01
864,2024-11-04,IL,A,88.03
865,2024-09-11,IN,A,117.01
866,2024-10-26,DE,C,77.53
867,2024-11-01,GB,B,86.63
868,2024-06-11,IL,A,89.89
869,2024-01-15,DE,B,105.31
870,2024-06-15,IN,A,120.56
871,2024-03-14,US,A,82.78
872,2024-02-11,US,A,99.84
873,2024-02-15,IN,A,73.8
874,2024-09-11,IL,A,86.73
875,2024-07-03,US,A,97.35
876,2024-07-16,IN,A,103.5
877,2024-09-28,US,A,65.53
878,2024-07-19,DE,A,79.98
879,2024-08-17,GB,B,108.06
880,2024-02-01,GB,B,110.51
881,2024-11-06,IL,B,90.09
882,2024-06-12,US,C,91.55
883,2024-02-26,GB,A,89.29
884,2024-10-23,GB,B,119.18
885,2024-09-25,US,B,110.38
886,2024-01-20,US,A,123.35
887,2024-03-11,DE,B,119.15
888,2024-01-06,US,B,98.46
889,2024-04-08,GB,A,96.36
890,2024-02-06,IN,B,102.05
891,2024-09-16,US,A,98.99
892,2024-07-09,IN,A,109.52
893,2024-12-23,GB,B,106.83
894,2024-09-30,FR,C,116.67
895,2024-08-11,IN,C,88.25
896,2024-07-04,US,B,105.99
897,2024-01-20,IN,A,93.1
898,2024-01-26,US,B,114.71
899,2024-08-12,IL,C,69.81
900,2024-01-02,DE,C,109.9
901,2024-01-16,US,C,84.65
902,2024-03-20,FR,B,99.08
903,2024-11-18,IL,B,102.36
904,2024-06-16,IL,A,88.55
905,2024-09-15,DE,B,92.77
906,2024-05-30,US,A,103.95
907,2024-03-04,US,A,96.4
908,2024-05-15,US,B,104.75
909,2024-02-03,IN,C,114.64
910,2024-10-08,GB,A,96.98
911,2024-03-07,DE,A,114.38
912,2024-05-17,FR,A,85.02
913,2024-12-23,DE,B,131.52
914,2024-08-04,US,C,80.65
915,2024-06-16,US,B,88.76
916,2024-07-17,DE,A,116.63
917,2024-10-13,US,B,110.18
918,2024-04-02,GB,A,106.41
919,2024-08-20,US,A,99.41
920,2024-11-14,DE,B,88.15
921,2024-07-27,IL,B,79.19
922,2024-06-11,FR,B,108.32
923,2024-02-22,IN,C,110.58
924,2024-03-31,IL,A,107.37
925,2024-12-11,US,A,97.01
926,2024-07-16,FR,B,125.64
927,2024-04-19,US,C,107.78
928,2024-06-01,US,C,102.33
929,2024-07-29,FR,C,105.18
930,2024-07-15,US,B,130.0
931,2024-09-12,US,C,88.26
932,2024-04-03,IL,B,88.8
933,2024-08-24,IL,A,102.41
934,2024-06-10,IN,B,99.33
935,2024-12-09,US,B,111.52
936,2024-02-27,IL,B,101.49
937,2024-02-24,FR,A,111.32
938,2024-06-17,GB,C,117.74
939,2024-07-04,US,C,98.03
940,2024-09-09,DE,C,125.61
941,2024-05-27,DE,A,99.37
942,2024-11-29,US,A,109.97
943,2024-06-22,US,C,99.14
944,2024-02-17,FR,C,83.98
945,2024-02-13,US,A,95.43
946,2024-12-21,US,B,125.22
947,2024-02-18,DE,A,78.22
948,2024-12-11,US,C,118.39
949,2024-04-11,US,A,73.5
950,2024-02-04,IL,A,103.58
951,2024-04-21,GB,A,118.34
952,2024-08-12,GB,A,76.97
953,2024-06-05,US,C,88.51
954,2024-10-13,US,B,119.86
955,2024-08-11,IN,A,91.7
956,2024-05-26,FR,A,96.89
957,2024-08-19,FR,B,95.58
958,2024-12-20,US,C,80.9
959,2024-05-30,US,A,103.83
960,2024-02-26,US,B,120.2
961,2024-05-29,GB,C,103.07
962,2024-11-02,IN,A,118.96
963,2024-03-20,US,C,95.96
964,2024-12-12,FR,A,104.21
965,2024-08-02,GB,A,114.63
966,2024-08-07,GB,C,102.87
967,2024-04-25,IL,C,84.42
968,2024-12-01,US,A,88.99
969,2024-01-14,IN,B,101.22
970,2024-04-19,US,B,112.64
971,2024-06-01,US,C,97.56
972,2024-06-23,US,B,114.87
973,2024-06-22,DE,C,128.0
974,2024-02-23,US,B,117.18
975,2024-03-23,DE,A,93.48
976,2024-02-04,IN,A,95.51
977,2024-07-27,DE,C,120.39
978,2024-05-08,IN,C,104.17
979,2024-07-25,IN,A,100.63
980,2024-08-03,GB,B,97.35
981,2024-09-13,DE,A,87.31
982,2024-07-18,GB,B,85.68
983,2024-08-24,DE,A,93.34
984,2024-08-02,US,C,93.26
985,2024-08-26,IN,B,109.08
986,2024-08-13,DE,B,95.02
987,2024-04-25,IN,A,100.27
988,2024-03-30,IL,A,93.64
989,2024-10-14,US,B,95.06
990,2024-05-05,GB,A,104.37
991,2024-07-19,DE,A,59.11
992,2024-03-12,IL,C,120.09
993,2024-06-06,GB,A,97.68
994,2024-07-12,DE,A,85.31
995,2024-08-16,US,C,82.85
996,2024-07-11,FR,B,101.05
997,2024-05-11,US,A,56.41
998,2024-12-17,IL,B,118.97
999,2024-07-06,US,A,87.83
1000,2024-10-22,US,A,119.47
1001,2024-09-25,IN,A,108.78
1002,2024-07-22,US,A,98.57
1003,2024-11-19,GB,C,111.49
1004,2024-02-16,DE,C,90.46
1005,2024-12-02,US,A,95.56
1006,2024-11-06,IN,C,127.25
1007,2024-07-02,US,C,109.4
1008,2024-09-24,DE,A,112.66
1009,2024-07-08,GB,A,99.57
1010,2024-04-08,GB,A,86.48
1011,2024-10-18,US,A,97.6
1012,2024-03-30,GB,A,82.22
1013,2024-04-24,IN,A,77.57
1014,2024-07-08,IL,B,100.72
1015,2024-11-01,FR,A,88.59
1016,2024-05-20,IL,A,106.65
1017,2024-06-29,IL,A,90.75
1018,2024-01-16,IL,B,73.11
1019,2024-02-12,US,A,110.39
1020,2024-01-21,FR,A,109.5
1021,2024-01-27,US,B,107.67
1022,2024-11-13,US,A,93.89
1023,2024-11-03,IL,A,117.47
1024,2024-10-26,US,A,98.12
1025,2024-01-21,DE,C,101.44
1026,2024-01-29,DE,B,107.56
1027,2024-04-12,US,B,81.26
1028,2024-07-25,US,C,99.92
1029,2024-05-01,US,B,98.64
1030,2024-06-26,DE,A,107.78
1031,2024-03-04,US,C,105.67
1032,2024-09-23,FR,A,117.93
1033,2024-04-24,DE,A,123.6
1034,2024-01-25,IL,A,95.33
1035,2024-09-28,US,A,71.22
1036,2024-11-25,US,B,68.4
1037,2024-01-06,US,A,116.59
1038,2024-06-08,US,B,84.48
1039,2024-10-28,IN,B,95.11
1040,2024-09-14,US,C,115.39
1041,2024-11-08,US,A,103.29
1042,2024-05-31,GB,A,133.13
1043,2024-05-15,IN,B,113.59
1044,2024-09-15,IL,A,91.59
1045,2024-02-26,DE,A,90.48
1046,2024-03-28,US,A,113.97
1047,2024-08-07,GB,A,95.11
1048,2024-08-31,DE,A,110.51
1049,2024-02-13,IL,C,126.98
1050,2024-07-04,US,A,81.62
1051,2024-05-13,IL,B,84.57
1052,2024-07-02,FR,A,78.06
1053,2024-12-15,US,A,79.25
1054,2024-01-28,DE,B,88.64
1055,2024-12-29,US,C,95.46
1056,2024-06-13,GB,B,92.54
1057,2024-10-08,US,C,102.77
1058,2024-06-03,IN,A,95.85
1059,2024-04-23,IL,A,113.98
1060,2024-10-08,IL,A,146.17
1061,2024-09-07,IL,B,97.63
1062,2024-02-22,DE,B,92.64
1063,2024-09-14,US,B,87.67
1064,2024-10-01,IL,C,75.42
1065,2024-05-21,US,A,90.8
1066,2024-12-03,US,B,101.81
1067,2024-08-21,GB,A,98.44
1068,2024-05-01,US,A,125.94
1069,2024-01-04,GB,A,106.93
1070,2024-09-03,GB,B,117.97
1071,2024-03-17,FR,C,93.68
1072,2024-10-03,US,B,76.56
1073,2024-07-10,DE,B,111.99
1074,2024-06-19,GB,C,113.23
1075,2024-02-29,IL,B,84.61
1076,2024-09-16,US,A,70.73
1077,2024-03-01,US,B,74.49
1078,2024-06-01,IL,A,114.85
1079,2024-11-01,US,A,101.73
1080,2024-12-01,US,C,98.11
1081,2024-12-27,DE,A,110.82
1082,2024-12-15,IL,C,96.16
1083,2024-07-21,US,B,74.37
1084,2024-03-14,IN,B,90.9
1085,2024-11-02,US,B,142.76
1086,2024-10-19,US,B,118.55
1087,2024-12-27,US,C,105.38
1088,2024-08-25,US,B,89.25
1089,2024-02-21,DE,A,106.87
1090,2024-07-02,US,C,116.17
1091,2024-06-12,GB,A,106.24
1092,2024-11-03,GB,A,100.07
1093,2024-05-23,US,C,94.7
1094,2024-04-29,GB,A,117.04
1095,2024-01-30,DE,A,100.4
1096,2024-10-31,GB,B,97.0
1097,2024-10-02,US,C,97.45
1098,2024-01-16,DE,C,91.32
1099,2024-06-07,US,A,102.99
1100,2024-06-24,US,B,73.62
1101,2024-06-20,GB,A,91.22
1102,2024-12-01,US,B,88.73
1103,2024-02-24,IL,A,110.94
1104,2024-04-21,US,A,105.86
1105,2024-03-07,GB,C,136.42
1106,2024-03-30,IL,A,96.38
1107,2024-11-27,US,B,111.24
1108,2024-12-09,DE,A,70.25
1109,2024-01-17,US,A,99.65
1110,2024-08-18,US,B,90.65
1111,2024-03-25,FR,A,81.24
1112,2024-03-11,IN,A,103.17
1113,2024-04-16,GB,A,126.0
1114,2024-03-11,US,A,105.38
1115,2024-06-27,US,C,78.38
1116,2024-12-29,GB,A,69.75
1117,2024-08-02,US,B,102.77
1118,2024-09-20,FR,A,90.9
1119,2024-06-29,IL,B,80.25
1120,2024-01-06,GB,B,109.6
1121,2024-01-31,IL,A,119.47
1122,2024-04-08,IN,A,76.13
1123,2024-03-29,IL,A,114.8
1124,2024-11-02,FR,C,89.54
1125,2024-11-03,US,B,98.37
1126,2024-11-07,DE,A,115.64
1127,2024-08-20,US,B,87.42
1128,2024-07-22,US,B,98.38
1129,2024-08-24,IL,A,85.33
1130,2024-05-28,US,A,104.88
1131,2024-09-01,IN,A,106.71
1132,2024-10-16,GB,A,78.1
1133,2024-10-05,FR,C,87.56
1134,2024-08-12,IL,B,121.11
1135,2024-01-22,US,C,108.93
1136,2024-09-21,US,B,102.87
1137,2024-05-13,US,C,114.71
1138,2024-09-28,DE,A,87.9
1139,2024-07-15,GB,A,94.5
1140,2024-11-17,US,A,86.37
1141,2024-05-03,US,A,77.02
1142,2024-12-05,US,A,88.82
1143,2024-11-04,IL,B,99.05
1144,2024-04-30,US,A,108.53
1145,2024-06-25,IL,A,118.14
1146,2024-07-12,US,A,101.28
1147,2024-10-07,US,C,109.11
1148,2024-09-08,FR,A,113.56
1149,2024-11-06,IN,A,114.36
1150,2024-05-15,US,B,90.74
1151,2024-07-03,US,A,89.7
1152,2024-06-06,US,A,100.28
1153,2024-11-27,GB,A,131.0
1154,2024-04-21,DE,C,113.8
1155,2024-08-02,DE,A,93.78
1156,2024-02-13,DE,B,100.26
1157,2024-11-06,IN,A,104.18
1158,2024-05-20,US,C,81.69
1159,2024-05-04,US,B,88.59
1160,2024-07-31,IL,C,106.83
1161,2024-07-01,IL,C,110.85
1162,2024-11-05,US,C,97.85
1163,2024-07-12,GB,A,93.16
1164,2024-07-07,FR,B,105.58
1165,2024-02-08,IN,B,85.1
1166,2024-01-09,IN,A,86.37
1167,2024-05-25,DE,A,143.66
1168,2024-12-30,GB,A,88.34
1169,2024-11-30,FR,C,113.09
1170,2024-08-17,IL,C,94.26
1171,2024-08-18,FR,C,109.24
1172,2024-05-22,IN,A,114.07
1173,2024-03-05,GB,B,76.55
1174,2024-01-04,FR,A,98.7
1175,2024-05-03,US,C,82.11
1176,2024-04-25,GB,A,86.11
1177,2024-03-10,IL,B,120.56
1178,2024-04-04,DE,C,88.0
1179,2024-01-10,FR,A,89.2
1180,2024-08-09,DE,A,109.53
1181,2024-12-04,US,A,143.47
1182,2024-09-09,FR,A,93.48
1183,2024-06-12,US,B,88.39
1184,2024-06-02,US,C,97.37
1185,2024-04-22,US,C,110.69
1186,2024-02-21,DE,C,115.52
1187,2024-08-06,US,A,80.77
1188,2024-07-25,US,A,126.48
1189,2024-01-03,GB,A,108.65
1190,2024-05-31,IL,B,87.97
1191,2024-04-11,GB,B,96.52
1192,2024-03-03,IL,B,107.04
1193,2024-09-13,US,A,100.07
1194,2024-07-10,GB,B,97.78
1195,2024-08-19,IL,A,131.14
1196,2024-09-17,IN,A,107.97
1197,2024-12-24,US,B,93.18
1198,2024-10-20,GB,C,94.71
1199,2024-08-14,IL,B,125.89
1200,2024-11-16,GB,A,105.38
1201,2024-06-23,US,A,83.97
1202,2024-12-25,DE,C,96.51
1203,2024-10-04,US,B,99.62
1204,2024-08-25,GB,C,84.57
1205,2024-11-25,US,A,124.63
1206,2024-07-07,IL,A,81.24
1207,2024-09-20,FR,B,124.74
1208,2024-04-13,IL,C,82.36
1209,2024-12-17,GB,C,104.51
1210,2024-08-15,FR,B,118.65
1211,2024-10-12,US,C,97.85
1212,2024-06-17,GB,B,87.66
1213,2024-11-12,IL,B,102.28
1214,2024-01-28,DE,C,105.97
1215,2024-02-11,US,A,120.33
1216,2024-07-04,IL,A,82.09
1217,2024-09-24,GB,A,86.21
1218,2024-10-22,IN,B,130.77
1219,2024-06-09,IN,C,103.32
1220,2024-08-25,FR,A,106.22
1221,2024-07-20,US,B,111.05
1222,2024-12-16,IL,B,101.85
1223,2024-08-26,US,B,118.72
1224,2024-06-01,FR,A,109.95
1225,2024-12-19,US,A,100.89
1226,2024-02-09,IN,A,77.54
1227,2024-12-25,US,A,115.37
1228,2024-02-26,US,A,128.19
1229,2024-04-15,GB,A,118.21
1230,2024-10-26,US,B,66.82
1231,2024-09-24,US,B,118.66
1232,2024-12-20,DE,B,110.13
1233,2024-09-30,IN,A,100.89
1234,2024-08-20,US,B,80.3
1235,2024-05-06,IL,A,88.55
1236,2024-01-02,US,B,106.92
1237,2024-02-15,DE,C,93.45
1238,2024-04-18,US,B,130.88
1239,2024-01-15,DE,A,76.02
1240,2024-07-04,IL,A,98.59
1241,2024-10-10,IN,B,75.7
1242,2024-12-17,FR,C,75.38
1243,2024-06-27,FR,B,82.98
1244,2024-11-15,IL,A,73.31
1245,2024-12-25,US,B,108.29
1246,2024-11-09,US,A,87.98
1247,2024-06-18,DE,A,83.58
1248,2024-04-28,US,A,99.48
1249,2024-12-22,US,B,96.85
1250,2024-03-29,IL,C,96.24
1251,2024-05-30,US,A,93.79
1252,2024-01-28,US,B,105.58
1253,2024-10-16,DE,B,109.22
1254,2024-08-25,GB,B,84.51
1255,2024-01-31,US,A,124.64
1256,2024-03-22,GB,B,99.77
1257,2024-07-21,US,C,117.38
1258,2024-07-16,IN,A,101.5
1259,2024-10-19,DE,B,112.38
1260,2024-04-07,IL,B,77.4
1261,2024-12-03,FR,C,82.68
1262,2024-06-11,IL,A,90.87
1263,2024-10-27,IL,C,80.73
1264,2024-03-28,IL,A,104.07
1265,2024-01-14,IN,A,99.65
1266,2024-01-21,GB,A,84.88
1267,2024-05-16,DE,B,108.03
1268,2024-12-13,GB,A,111.77
1269,2024-01-18,US,A,68.57
1270,2024-05-14,DE,C,115.37
1271,2024-02-09,IL,B,109.45
1272,2024-12-06,US,B,76.19
1273,2024-09-03,IN,A,89.47
1274,2024-10-05,GB,C,89.94
1275,2024-09-17,IN,B,85.46
1276,2024-08-27,DE,C,122.84
1277,2024-10-09,IL,A,92.24
1278,2024-01-03,GB,A,65.37
1279,2024-11-11,US,B,95.31
1280,2024-09-27,GB,B,90.82
1281,2024-09-26,US,C,89.19
1282,2024-05-23,GB,A,104.77
1283,2024-10-19,FR,B,78.71
1284,2024-05-19,US,A,126.64
1285,2024-01-18,US,A,98.08
1286,2024-11-27,IL,C,100.48
1287,2024-03-26,US,B,93.32
1288,2024-02-07,GB,A,123.33
1289,2024-08-14,US,B,89.62
1290,2024-03-26,IL,A,103.16
1291,2024-11-09,US,A,105.29
1292,2024-06-10,US,A,96.62
1293,2024-01-02,US,B,108.49
1294,2024-12-13,GB,B,113.05
1295,2024-07-06,FR,A,110.97
1296,2024-04-05,IN,A,98.44
1297,2024-09-04,IL,A,96.1
1298,2024-07-12,US,B,101.99
1299,2024-01-11,US,A,93.92
1300,2024-10-04,IL,C,84.22
1301,2024-05-26,US,B,102.35
1302,2024-09-12,US,A,122.08
1303,2024-11-22,DE,C,107.61
1304,2024-08-10,US,B,80.06
1305,2024-09-02,DE,A,101.31
1306,2024-04-02,DE,C,113.76
1307,2024-03-27,FR,B,97.44
1308,2024-05-31,IL,A,102.66
1309,2024-11-07,FR,A,153.32
1310,2024-07-10,IL,C,128.05
1311,2024-05-07,US,A,100.19
1312,2024-10-11,US,A,111.1
1313,2024-11-07,US,C,96.87
1314,2024-11-25,IL,A,95.82
1315,2024-04-19,FR,C,114.83
1316,2024-09-16,GB,A,114.5
1317,2024-08-03,US,A,110.45
1318,2024-06-12,US,B,97.24
1319,2024-05-24,US,A,128.17
1320,2024-02-11,IN,A,84.11
1321,2024-04-10,US,A,102.09
1322,2024-07-19,IL,A,83.34
1323,2024-11-19,US,C,102.32
1324,2024-11-12,GB,A,96.23
1325,2024-03-09,IL,C,121.13
1326,2024-09-04,US,B,100.62
1327,2024-01-31,IL,B,121.61
1328,2024-09-03,FR,B,97.92
1329,2024-05-04,IL,A,93.39
1330,2024-06-13,IN,C,107.08
1331,2024-09-18,GB,B,69.16
1332,2024-06-04,DE,C,95.6
1333,2024-10-21,IN,A,103.99
1334,2024-07-13,GB,B,134.8
1335,2024-12-30,IL,B,110.34
1336,2024-08-20,GB,A,73.67
1337,2024-04-18,DE,A,90.58
1338,2024-10-09,DE,B,83.85
1339,2024-05-28,DE,A,107.61
1340,2024-07-13,GB,A,114.72
1341,2024-02-19,IN,C,78.33
1342,2024-02-13,US,A,118.1
1343,2024-07-28,DE,C,87.23
1344,2024-03-09,DE,B,87.54
1345,2024-12-30,GB,C,82.57
1346,2024-11-08,IL,B,92.09
1347,2024-09-12,US,B,101.02
1348,2024-09-25,US,A,118.59
1349,2024-08-05,US,C,81.39
1350,2024-01-23,US,A,82.11
1351,2024-05-23,US,B,114.15
1352,2024-06-29,US,A,95.75
1353,2024-11-30,GB,A,90.44
1354,2024-03-21,IL,C,104.08
1355,2024-06-30,IL,A,92.36
1356,2024-05-05,GB,A,86.59
1357,2024-02-19,US,A,96.04
1358,2024-02-07,FR,C,104.09
1359,2024-05-13,GB,B,83.8
1360,2024-01-31,IL,A,115.6
1361,2024-01-25,IL,C,98.07
1362,2024-05-08,US,B,97.67
1363,2024-03-14,IL,C,91.6
1364,2024-07-21,DE,A,94.19
1365,2024-01-07,US,A,88.92
1366,2024-04-20,IL,B,117.26
1367,2024-06-14,IL,A,102.58
1368,2024-12-17,US,B,92.92
1369,2024-08-19,US,B,87.45
1370,2024-11-17,DE,A,93.13
1371,2024-05-05,US,A,107.43
1372,2024-06-13,FR,C,94.73
1373,2024-06-02,IN,B,96.71
1374,2024-11-19,GB,B,101.86
1375,2024-12-16,US,B,91.65
1376,2024-12-17,IL,A,98.49
1377,2024-10-01,FR,B,130.86
1378,2024-07-02,FR,C,102.8
1379,2024-07-16,IN,C,103.34
1380,2024-12-23,IL,A,88.98
1381,2024-04-13,US,A,113.02
1382,2024-05-06,IL,A,90.34
1383,2024-11-23,IN,A,104.94
1384,2024-05-21,DE,A,68.93
1385,2024-03-26,GB,B,88.06
1386,2024-07-23,FR,A,91.66
1387,2024-04-28,IN,B,95.4
1388,2024-11-21,DE,C,93.8
1389,2024-11-27,IN,A,118.2
1390,2024-04-21,GB,A,99.0
1391,2024-07-12,GB,A,118.33
1392,2024-12-25,IN,C,85.95
1393,2024-09-27,DE,B,81.75
1394,2024-03-19,FR,A,122.44
1395,2024-08-03,DE,A,86.43
1396,2024-08-14,GB,C,104.26
1397,2024-08-26,GB,B,96.11
1398,2024-01-10,GB,A,82.98
1399,2024-04-19,IL,A,79.47
1400,2024-11-07,GB,C,87.64
1401,2024-03-29,GB,C,93.44
1402,2024-04-19,DE,A,106.19
1403,2024-04-27,IL,B,101.05
1404,2024-03-05,GB,A,94.89
1405,2024-02-26,GB,B,115.51
1406,2024-05-06,IL,C,119.84
1407,2024-11-15,DE,A,102.36
1408,2024-01-01,FR,A,92.82
1409,2024-04-13,FR,B,99.76
1410,2024-01-23,US,A,103.84
1411,2024-07-23,US,A,78.15
1412,2024-04-01,GB,A,98.98
1413,2024-10-16,IN,A,100.52
1414,2024-08-01,IL,A,84.99
1415,2024-10-13,IN,C,91.65
1416,2024-08-19,IL,C,88.73
1417,2024-06-09,US,B,118.14
1418,2024-11-10,FR,A,81.59
1419,2024-06-22,US,A,105.68
1420,2024-12-12,US,B,124.4
1421,2024-12-29,IN,B,98.59
1422,2024-08-02,DE,A,120.83
1423,2024-09-03,US,C,101.52
1424,2024-04-03,IL,B,107.29
1425,2024-10-24,DE,A,79.28
1426,2024-09-02,DE,C,119.24
1427,2024-11-25,US,B,95.5
1428,2024-04-07,IL,C,98.92
1429,2024-10-14,DE,C,94.69
1430,2024-06-20,DE,A,88.62
1431,2024-03-08,IN,B,112.2
1432,2024-03-03,IL,A,94.39
1433,2024-07-24,GB,A,88.06
1434,2024-04-26,IN,A,88.92
1435,2024-02-07,US,B,85.73
1436,2024-06-04,US,C,122.47
1437,2024-08-26,DE,A,101.92
1438,2024-04-26,IN,A,88.03
1439,2024-12-14,US,C,87.69
1440,2024-10-11,US,A,115.51
1441,2024-07-06,FR,A,104.02
1442,2024-12-07,GB,B,77.61
1443,2024-06-07,US,A,55.12
1444,2024-02-20,IL,A,102.13
1445,2024-01-14,US,B,120.54
1446,2024-12-08,IN,A,88.3
1447,2024-12-16,FR,A,109.16
1448,2024-09-26,IL,A,126.69
1449,2024-02-07,GB,C,80.39
1450,2024-04-17,DE,A,85.49
1451,2024-01-15,IN,C,94.73
1452,2024-01-19,US,C,105.72
1453,2024-03-30,US,B,105.12
1454,2024-07-27,IL,C,98.16
1455,2024-01-24,US,B,138.65
1456,2024-12-25,GB,A,112.32
1457,2024-06-15,DE,A,94.93
1458,2024-04-06,US,C,97.17
1459,2024-07-07,GB,C,94.42
1460,2024-10-15,DE,C,118.77
1461,2024-04-24,DE,A,77.25
1462,2024-01-18,US,A,96.44
1463,2024-01-19,IN,A,71.69
1464,2024-11-06,FR,C,104.61
1465,2024-02-10,GB,A,107.66
1466,2024-08-19,GB,B,78.58
1467,2024-05-20,DE,C,76.02
1468,2024-10-10,US,C,100.34
1469,2024-01-23,FR,A,105.27
1470,2024-11-23,US,A,78.24
1471,2024-09-11,IN,B,95.93
1472,2024-06-12,US,A,109.93
1473,2024-03-16,IL,A,107.23
1474,2024-12-22,DE,A,93.76
1475,2024-04-20,DE,A,89.6
1476,2024-06-28,FR,A,62.84
1477,2024-05-23,GB,A,88.49
1478,2024-03-25,GB,C,104.91
1479,2024-06-01,IN,B,99.34
1480,2024-02-25,IL,C,111.25
1481,2024-01-01,DE,B,128.17
1482,2024-04-15,GB,B,100.0
1483,2024-02-10,US,A,69.2
1484,2024-05-31,US,B,92.44
1485,2024-11-10,US,A,117.3
1486,2024-02-29,FR,B,118.24
1487,2024-01-01,FR,B,75.16
1488,2024-02-10,US,A,87.02
1489,2024-07-04,US,B,96.82
1490,2024-04-10,US,C,113.68
1491,2024-06-27,IL,A,86.56
1492,2024-01-11,US,A,108.77
1493,2024-05-01,GB,A,58.85
1494,2024-05-29,IN,C,97.64
1495,2024-06-06,GB,C,82.06
1496,2024-07-20,GB,C,95.63
1497,2024-10-11,IN,B,76.87
1498,2024-06-19,FR,C,100.34
1499,2024-11-03,DE,B,108.29
1500,2024-07-12,GB,A,103.19
1501,2024-04-05,DE,A,116.75
1502,2024-03-24,IL,C,101.81
1503,2024-04-27,US,C,102.4
1504,2024-08-06,DE,A,91.1
1505,2024-03-29,GB,A,106.18
1506,2024-11-29,FR,C,92.08
1507,2024-06-24,IL,B,95.15
1508,2024-11-11,DE,B,116.09
1509,2024-09-06,GB,A,125.59
1510,2024-05-01,GB,B,94.96
1511,2024-03-24,IL,A,105.94
1512,2024-09-28,IL,A,88.58
1513,2024-04-30,IL,A,90.22
1514,2024-03-31,IN,C,63.01
1515,2024-12-05,US,A,108.44
1516,2024-06-25,GB,B,93.16
1517,2024-01-18,US,B,125.01
1518,2024-06-29,IN,A,88.95
1519,2024-06-17,IL,C,99.8
1520,2024-11-11,FR,B,111.05
1521,2024-09-16,FR,B,137.5
1522,2024-03-10,GB,A,87.05
1523,2024-02-24,GB,C,92.87
1524,2024-08-08,US,C,102.42
1525,2024-01-18,US,B,95.23
1526,2024-04-26,US,A,110.4
1527,2024-02-20,FR,C,102.47
1528,2024-01-08,FR,A,118.83
1529,2024-12-01,US,C,96.21
1530,2024-02-02,GB,A,112.81
1531,2024-01-04,US,A,99.57
1532,2024-12-06,US,A,108.53
1533,2024-03-09,IL,A,103.44
1534,2024-10-25,FR,A,99.0
1535,2024-01-12,US,A,88.96
1536,2024-02-26,IN,B,112.73
1537,2024-02-10,FR,C,84.31
1538,2024-09-14,DE,A,109.61
1539,2024-08-14,US,A,109.22
1540,2024-06-22,GB,A,133.08
1541,2024-03-29,GB,B,112.73
1542,2024-02-02,DE,A,71.95
1543,2024-07-26,US,A,85.65
1544,2024-03-25,IL,B,99.67
1545,2024-08-03,IL,A,93.85
1546,2024-09-07,US,B,105.35
1547,2024-11-06,FR,A,81.19
1548,2024-06-29,US,B,73.16
1549,2024-01-02,GB,A,85.76
1550,2024-04-12,IL,B,132.19
1551,2024-11-07,DE,A,116.28
